1,1,805299.0,111910.1,11096.8,19895.2,0.75,-1,-1,-1
1,2,787310.2,111362.7,8736.3,16281.3,0.6700000166893005,-1,-1,-1
1,3,714153.1,110542.0,10991.5,20505.1,0.5699999928474426,-1,-1,-1
1,4,284062.2,133468.8,134704.8,359921.6,0.5199999809265137,-1,-1,-1
1,5,705931.2,107323.9,12154.3,17780.5,0.44999998807907104,-1,-1,-1
1,6,864920.8,117161.5,11980.8,16322.6,0.23000000417232513,-1,-1,-1
1,7,638468.5,104983.1,16479.0,28043.9,0.20000000298023224,-1,-1,-1
1,8,654473.5,106197.6,11462.8,15777.5,0.15000000596046448,-1,-1,-1
2,1,805298.2,111909.1,11096.3,19894.1,0.75,-1,-1,-1
2,2,787311.2,111367.3,8732.6,16274.3,0.6700000166893005,-1,-1,-1
2,3,714152.8,110541.1,10992.3,20506.5,0.5699999928474426,-1,-1,-1
2,4,283912.5,133496.7,134959.1,360619.7,0.5299999713897705,-1,-1,-1
2,5,705930.2,107321.3,12155.4,17782.1,0.44999998807907104,-1,-1,-1
2,6,864924.0,117166.7,11976.9,16317.5,0.23000000417232513,-1,-1,-1
2,7,638473.4,104988.4,16475.0,28036.7,0.20999999344348907,-1,-1,-1
2,8,654473.8,106196.3,11462.8,15777.4,0.15000000596046448,-1,-1,-1
3,1,805298.3,111910.2,11095.8,19893.1,0.75,-1,-1,-1
3,2,787311.1,111368.0,8732.9,16274.8,0.6700000166893005,-1,-1,-1
3,3,714152.4,110540.0,10991.7,20505.5,0.5699999928474426,-1,-1,-1
3,4,283867.6,133497.9,135030.8,360844.8,0.5299999713897705,-1,-1,-1
3,5,705930.6,107323.7,12155.2,17781.8,0.4399999976158142,-1,-1,-1
3,6,864924.6,117169.9,11974.8,16315.3,0.23000000417232513,-1,-1,-1
3,7,638470.8,104988.0,16477.0,28039.7,0.20000000298023224,-1,-1,-1
3,8,654474.8,106197.7,11462.4,15776.7,0.15000000596046448,-1,-1,-1
4,1,805129.8,111829.2,11206.8,20115.5,0.75,-1,-1,-1
4,2,786937.9,111335.2,8792.9,16383.6,0.6600000262260437,-1,-1,-1
4,3,714689.8,110655.4,10937.1,20419.6,0.5400000214576721,-1,-1,-1
4,4,284101.2,133501.6,134431.0,359170.8,0.5199999809265137,-1,-1,-1
4,5,706061.9,107398.0,12153.8,17766.2,0.49000000953674316,-1,-1,-1
4,6,864967.7,117166.8,11970.1,16315.0,0.20000000298023224,-1,-1,-1
4,7,638350.4,104848.2,16533.9,28141.8,0.23000000417232513,-1,-1,-1
4,8,654420.9,106180.3,11539.2,15873.8,0.11999999731779099,-1,-1,-1
5,1,804856.9,111800.9,11102.5,19974.6,0.75,-1,-1,-1
5,2,786487.6,111322.9,8751.4,16317.2,0.7099999785423279,-1,-1,-1
5,3,715349.7,110762.3,10889.4,20316.5,0.5,-1,-1,-1
5,4,284362.9,133406.5,133714.6,357029.4,0.4699999988079071,-1,-1,-1
5,5,706233.0,107477.4,12146.5,17714.1,0.46000000834465027,-1,-1,-1
5,6,864993.5,117199.5,11927.7,16268.0,0.2199999988079071,-1,-1,-1
5,7,639094.1,105008.5,16178.9,27349.3,0.18000000715255737,-1,-1,-1
5,8,659518.6,102619.9,14703.5,20465.8,0.07000000029802322,-1,-1,-1
6,1,804481.3,111731.6,11137.8,20084.2,0.6899999976158142,-1,-1,-1
6,2,785879.7,111295.9,8798.8,16412.1,0.6600000262260437,-1,-1,-1
6,3,716142.0,110848.4,10885.7,20291.4,0.5699999928474426,-1,-1,-1
6,4,283860.1,133005.2,133210.3,355220.5,0.5,-1,-1,-1
6,5,706413.2,107592.0,12153.0,17642.9,0.5099999904632568,-1,-1,-1
6,6,864973.4,117159.5,11975.6,16339.6,0.17000000178813934,-1,-1,-1
6,7,641613.4,105168.9,16396.6,27171.3,0.20999999344348907,-1,-1,-1
6,8,660655.2,100228.5,15979.5,22668.0,0.05000000074505806,-1,-1,-1
7,1,804065.3,111584.8,11111.8,20083.5,0.6600000262260437,-1,-1,-1
7,2,785325.6,111108.8,8856.5,16517.4,0.6800000071525574,-1,-1,-1
7,3,716913.2,110866.7,11032.2,20524.5,0.5299999713897705,-1,-1,-1
7,4,283753.5,133436.5,133894.5,356737.4,0.550000011920929,-1,-1,-1
7,5,706776.7,107904.1,12076.6,17369.9,0.5099999904632568,-1,-1,-1
7,6,864937.4,117147.3,11995.7,16374.9,0.20000000298023224,-1,-1,-1
7,7,656059.9,102575.6,13911.7,23315.8,0.05999999865889549,-1,-1,-1
7,8,636035.2,99230.9,15780.5,22837.0,0.09000000357627869,-1,-1,-1
